text,class
ajustar inválidas receptores ae conf insadsl débitos ordens instalação obs,2
estah afetando fibra cco-st ha tmapw h pedido mais siebel,1
arbor batimento comp_dup acct x duplicados marco detectados desativar uv,1
rodeghiero adamoli fabiane carla acesso obrigado fora prazo ativação verificar,2
dificuldades recebimento reset email senha alteração clientes,2
incompatível vei desassociem infadsl ncoi terminais procedente solicitando ocorre informando,2
acaa fd tela ars_s tratconv associado msisdn tt fixo mais,2
umatela gabrielle cordeiro abre validar araujo deixa cadastrar prosseguir evidencia,2
catfra catonx excluir acn vide histórico incluir categoria tela conforme,1
creditos concedido diaria duplicidade judicial urgencia multa trata gerando valor,2
excluído disponibilizar alberto hoje bloqueado carlos programa souza msisdn tarde,2
parados kit oco casos z evidencia posto ms click soc,2
fechado aberta soc ba segue anexo,2
incorretas direcionados áreas resolvido espelho tt cancelar evidências ars abaixo,2
uoazj entrando mudinho gera total oi impossibilitando provisionamento movel assim,2
liberação aguardando sinn crm instalação realizar tentar tv segue informa,2
estah afetando fibra cco-st ha tmapw h pedido mais siebel,2
situação fica concluído protocolo evidencias aberto porem status segue informa,2
orderid=zuhk php/ctm_tlmoi_pri_/zuhk group=pfx_febraban arbpc_c_fat_fbb application=arb_faturamento nodeid=kenpx alerta controlm=ctm_tlmoi_pri gaap sysout,2
fechamento critica ars,1
sinn=erro siebel=status interface adicional branco ponto ocorrendo sinn tv ativação,2
cdrs correspondente periodo inibidos respectivos listados instância valores usos quantidade,2
mtgzz procuradoria geral justica sul pae rio obrigado cr sfa,2
reabrindo procura digitado endereço encaminhar viabilidade consulta chamado obs aparece,1
yrm remedy empacotamento web receber deixa bo realizar final total,2
pso ula sl dt retirada critica,2
quru azoia impedida tramitando oms epp print martins j sfa,2
relação possuem oss execução eai entregue obs ba sac segue,2
jonabete adx aelba moreira geração invalido servico visto preciso cpf/cnpj,2
realizada walter críticas posteriormente migração possuía plano seguintes andrade forma,2
porto franca lourdes oms desde aparecida acl execução seguir atualização,1
oit wopdewe p tivemos downgrade área migrar produtos retorno tv,2
passo oi_abr_adicional sõlicita ponto cinema cancelamento dvr thiago hd tv,1
jhonathan ums gondim pimenta cli velocidade mudança permite internet parada,2
optica modificar bsa v ativar travado ba ref df sge,2
spo retirada fechada/encerrada escobs jurídico resolver cenário sigla circuitos obrigado,2
parado oco origem atualizar z crm posto t ms evidências,1
ouvidoria insoitot canal reparo fixo impedindo protocolo cancelado abertura motivo,2
ampliação circuito/acesso bif faixa ramais ddr migrou acn filial gerada,2
somos login equipe liberar acessos solicito oi,2
sgex/sgef presos reparos documento ficando sge casos interface gerando ba,2
rj mudext limpar receptor débitos regional ordens local campo uf,1
mostrando forma demais comparativo realizarem ação parcelar sabemos permissão terem,1
preenchida salvar tentar g instalar ocorre falha circuito ser tela,2
php/ctm_tlmoi_pri_/ecfr orderid=ecfr wf_extrai_email_portal_sac_cdi_to_portal group=pinf_cli_operacao application=informatica nodeid=bbiprd alerta controlm=ctm_tlmoi_pri gaap sysout,1
quer aparecida execucao insfastve siac maria cancelar cancelada ms silva,2
dobro investigar cobrado controle franquia solicito possui oi cliente,1
parametrizaçao axl exixte agendamento surgindo nao permitido tabela origem possível,1
bonus caiu cli edlaine pessato ddd/fone ativ lucas promoção maior,1
migseg vaa z corretora seguros pae gerada residencial social razão,2
modificado pronta apurar modulo pré análise contestação novo solicito pendente,2
wgzdvo tv total oi contrato possível cancelar cancelada fixo titular,1
dificuldade criação clientes portal usuário oi,2
dificuldade criação clientes portal usuário oi,2
vmcid omg corba minor comm_failure sun org completed code error,1
projetada aguardar projetado orientado finalizada ser necessario seria velox usuario,1
tentei alexander inclui nº solucionar coelho corte gestor vezes migrou,1
completar cadastro contrato visto realizado possivel cancelado novo portal acesso,2
no_bill respeitando envolvidos decurso configurados retornar ra regra financeiro usos,2
detalhadamente descrever problema,2
agendar ouvidoria vendido liberou resolvo fixo instalados conectado hoje combo,2
php/ctm_tlmoi_pri_/ffit orderid=ffit arbpd_cat_segvia_ext group=pfx_via application=arb_via nodeid=kenpx alerta controlm=ctm_tlmoi_pri gaap sysout,1
silvanete adesao nao sra produto sair informaçoes preenchimento msg solicitando,2
códigos corretos fechados wfm motivo soc ba s verificar favor,1
estah afetando fibra cco-st ha tmapw h pedido mais siebel,1
n/encontrad mudado cgf ser tecle enter encerrada programa c fechamento,2
tenta permite gerar cancelamento sac sistema dados segue informa contato,2
hdcp confecção melhoria contatos planejamento antigos marcus comando filiais limpeza,2
inicias diolino joao inválidos dn apresentada mt inserir reclamado dias,1
total remover adicional ponto retenção força oi b tv móvel,2
cdi tratados backlog ars meios neste existem tratamento siebel encontra,2
oct ogxenrp myoaq dalvoni min+gb dados+mb migracao avila req siebel,1
orderid=xyet php/ctm_tlmoi_pri_/xyet ics_backlog_os_cobranca_movel_nivel_alto group=pics_controle nodeid=cobprd application=ics controlm=ctm_tlmoi_pri gaap sysout http,2
net associado df bombeiros distrito militar virtual corpo pabx federal,1
bdq empesa minervino pos-pago inacio oiofc mudar batista debito siac,2
whgn desabilitado pagas total oi contas crm fixo titular pós,1
oshiro hiroshi programa excluído elegível portador bruno autor pontos incentiva,2
operadora tim recusada autenticar doadora manualmente seguir tn bp caros,2
orderid=omyu php/ctm_tlmoi_pri_/omyu ics_backlog_os_cobranca_movel_nivel_medio group=pics_controle nodeid=cobprd application=ics alerta controlm=ctm_tlmoi_pri gaap sysout,1
realizada alteração desistiu executada invalido baixa nova solicitou s ja,1
tranferencia abonador titularidade diaria judicial urgencia multa trata gerando aparece,1
pagamenteo bloqeio dulcidio river pref endereçoav helbert gerência tijuca pedindo,2
reabrir possivel opcional obrigatórias biblioteca rodar job logradouro designação anterior,1
funcional om usuária verificação solicita segue informa anexo erro,1
canais backoffice cc hot+playboy sexprivê quarta adultos atendimento sexy realiza,1
estah afetando fibra cco-st ha tmapw h pedido mais siebel,1
xyptf anadir shaiene luci presa fica sinn oliveira retorno tv,2
condição ocupado designação dp disponível vinculado estar bom correção cadastro,1
finalizar retorna ativação tentar sistema informa contato plano anexo erro,1
mariani marco julho pro-forma erros antonio referente t abaixo s,1
cdr`s mediação ogs duplicados colocar no_bill sr atendimento e-mail arbor,2
bauer david logradouro st cep inválidos janeiro contas ciclo abaixo,2
situação desativados terminais tiveram sac verifica contratos acl raiz sfa,2
par vlox primário secundário opcional obrigatórias biblioteca rodar armário cabo,2
netwin endereço desce alameda logradouro hotline mostra tipo viabilidade ocorre,2
siswebacessos ariane sales ga colaboradora liberado bc acesso soares pré-pago,2
arbor inexistente claudenice pm off contemplado consequentemente opcional guia levantamento,2
lojista menegolo peterson nrwgn valdir ch oi pdv familia hora,2
abro baixa darmos resolver recorrente deu continuidade conseguimos troca solicitado,2
inativos cenário benefícios benefício desconto recebendo celular assinatura internet clientes,2
eliane arce bernal confirmou instalada fone ctt dar fechar baixa,1
pré-pagas recebendo automáticas recargas total às referentes lucia oi cobranças,2
apartamento facilidade gicele exite viabilidade número prédio consulta vilela residência,2
claudiodasilvapereira celia direcionado claudio pagina confirmar branco gmail tenta pereira,2
yuyde dissociação legados convergente tv elementos apresentada total sistemas oi,2
bay erthal valdemar pass bartoline vend linh logi clie freitas,1
wutzv inclusão tv contrato oi pendente total titular exclusiva preencher,2
tel fechamento crítica,1
tr itabuna qualidade próxima citrix escolher impacta externo matrículas link,1
sinn wiedv tv novo renato ativacao venda instalacao familia minutos,2
trativa qualificar sac-gfr designar metálico cpe par travado ba gerado,2
orderid=ihqa prc_step=rtcd rtcd site=rj pgm_step=step jobid rc odate job cancelamento,2
copp cod-eot cod-grupo-empresa num-seq recyclar p-indicador-carga db/fnr/subc cope exists already,2
wizard initialize unable the citrix logar to upgrade apos cc,1
ov gerenciador listando veja chamados xml correta forma evento análise,2
mg rj pe percentual reg i regional ajustar ba local,2
planta interna jumpers encerrados ba´s cr instalar ref sge parada,2
yxxyoe oit solicitação aguardando pendencia sinn concluir instalação oi total,2
emerenciano jfa lucas continuidade reclamada dando dar possamos tratativa pereira,2
concessão credito segoc ozanam governador educacional lançamento futuras sociedade faturas,1
total oi recep ret força operação linhas ocorreu problema migração,1
application name order kie pcrm_extracao siebel_update_full s crmextrator simproc control-m,1
msisdn lqkqq hvuch originald ativo original_id duplicado original ficar tratconv,1
php/ctm_tlmoi_pri_/emvl orderid=emvl arbpd_cat_segvia_ext group=pfx_via application=arb_via nodeid=kenpx alerta controlm=ctm_tlmoi_pri gaap sysout,1
wqcnbic sisbel habilita tv adicional ponto total incluir oi opção,1
favo rejeitado at vago autenticar tn indevidamente numero incidente print,1
reginatto pier viabilidade jean rev apresenta conjunta m sistema ativação,1
debora carmo rg doc tramite alves providenciar velocidade eai zc,2
divergica smartcard vxiim possivel tb cadastral clt adicional ponto total,2
mwjdj prosseguir envia envio conclusão bundle solicito total ativação fixo,1
flg_y caindo srs ativo setembro uv instância analisar pacotes arquivo,1
wqcsi nao vendedor alex total existente tv oi desmembrar ativar,1
xanqi casa desmembrar total fixo procedimento impedindo instalado c crítica,2
encerra mensagem soc apresenta verificar erro favor,1
fns sc atualizar parada t status s,2
winck augustus pago nara beatriz w recuperar cesar pre tentou,2
faturado precisa mudança usuária endereço circuito evidências apresenta realizar segue,2
edneuza bônus lançados expirados franquia lançada conforme investigativa pms benefícios,1
enviada sc encerrar pr ordem acesso prezados status favor,1
maiquel douglas adsl correa pae nrc terminal/contrato vencida z encerrar,2
ufs velocidades marketing cadastradas meses aparecendo vendas demais aplicação cpf/cnpj,2
estah afetando fibra cco-st ha tmapw h pedido mais siebel,2
def dk paradas ret posto fechamento ordem erro,2
recepção pagseguro conferência corpo bloquear espera papo sons imagens bate,1
eif grat fechar stc detalhadamente descrever gerar problema siebel detalhamento,1
wblwqmo problemacliente f+bl+tv total backoffice deixando oi resumo agendamento banda,1
xwnak oi fixo desmembrar bo total anatel vinculado plano deseja,2
operadora daniela tiago recusada agradeço autenticar doadora vivo manualmente seguir,1
estah afetando fibra cco-st ha tmapw h pedido mais siebel,1
